cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2020-1640,"An improper use of a validation framework when processing incoming genuine BGP packets within Juniper Networks RPD (routing protocols process) daemon allows an attacker to crash RPD thereby causing a Denial of Service (DoS) condition. This framework requires these packets to be passed. By continuously sending any of these types of formatted genuine packets, an attacker can repeatedly crash the RPD process causing a sustained Denial of Service. Authentication to the BGP peer is not required. This issue can be initiated or propagated through eBGP and iBGP and can impact devices in either modes of use as long as the devices are configured to support the compromised framework and a BGP path is activated or active. This issue affects: Juniper Networks Junos OS 16.1 versions 16.1R7-S6 and later versions prior to 16.1R7-S8; 17.3 versions 17.3R2-S5, 17.3R3-S6 and later versions prior to 17.3R3-S8; 17.4 versions 17.4R2-S7, 17.4R3 and later versions prior to 17.4R2-S11, 17.4R3-S2; 18.1 versions 18.1R3-S7 and later versions prior to 18.1R3-S10; 18.2 versions 18.2R2-S6, 18.2R3-S2 and later versions prior to 18.2R2-S7, 18.2R3-S5; 18.2X75 versions 18.2X75-D12, 18.2X75-D32, 18.2X75-D33, 18.2X75-D51, 18.2X75-D60, 18.2X75-D411, 18.2X75-D420 and later versions prior to 18.2X75-D32, 18.2X75-D33, 18.2X75-D420, 18.2X75-D52, 18.2X75-D60, 18.2X75-D65, 18.2X75-D70;(*1) 18.3 versions 18.3R1-S6, 18.3R2-S3, 18.3R3 and later versions prior to 18.3R2-S4, 18.3R3-S2; 18.4 versions 18.4R1-S5, 18.4R2-S4, 18.4R3 and later versions prior to 18.4R1-S7, 18.4R2-S5, 18.4R3-S3(*2); 19.1 versions 19.1R1-S3, 19.1R2 and later versions prior to 19.1R1-S5, 19.1R2-S2, 19.1R3-S2; 19.2 versions 19.2R1-S2, 19.2R2 and later versions prior to 19.2R1-S5, 19.2R2, 19.2R3; 19.3 versions prior to 19.3R2-S3, 19.3R3; 19.4 versions prior to 19.4R1-S2, 19.4R2, 19.4R3; 20.1 versions prior to 20.1R1-S1, 20.1R2. This issue does not affect Junos OS prior to 16.1R1. This issue affects IPv4 and IPv6 traffic.",2020-07-08T00:00:00,7.5,Juniper Networks,Junos OS,Juniper Networks,Junos OS,"16.1 versions 16.1R7-S6 and later versions prior to 16.1R7-S8; 17.3 versions 17.3R2-S5, 17.3R3-S6 and later versions prior to 17.3R3-S8; 17.4 versions 17.4R2-S7, 17.4R3 and later versions prior to 17.4R2-S11, 17.4R3-S2; 18.1 versions 18.1R3-S7 and later versions prior to 18.1R3-S10; 18.2 versions 18.2R2-S6, 18.2R3-S2 and later versions prior to 18.2R2-S7, 18.2R3-S5; 18.2X75 versions 18.2X75-D12, 18.2X75-D32, 18.2X75-D33, 18.2X75-D51, 18.2X75-D60, 18.2X75-D411, 18.2X75-D420 and later versions prior to 18.2X75-D32, 18.2X75-D33, 18.2X75-D420, 18.2X75-D52, 18.2X75-D60, 18.2X75-D65, 18.2X75-D70;(*1) 18.3 versions 18.3R1-S6, 18.3R2-S3, 18.3R3 and later versions prior to 18.3R2-S4, 18.3R3-S2; 18.4 versions 18.4R1-S5, 18.4R2-S4, 18.4R3 and later versions prior to 18.4R1-S7, 18.4R2-S5, 18.4R3-S3(*2); 19.1 versions 19.1R1-S3, 19.1R2 and later versions prior to 19.1R1-S5, 19.1R2-S2, 19.1R3-S2; 19.2 versions 19.2R1-S2, 19.2R2 and later versions prior to 19.2R1-S5, 19.2R2, 19.2R3; 19.3 versions prior to 19.3R2-S3, 19.3R3; 19.4 versions prior to 19.4R1-S2, 19.4R2, 19.4R3; 20.1 versions prior to 20.1R1-S1, 20.1R2",N/A,validation framework within Juniper Networks RPD daemon,Improper use of a validation framework when processing incoming BGP packets,Processing incoming genuine BGP packets,Continuously sending formatted genuine BGP packets,No,Devices configured to support the compromised BGP framework and a BGP path is activated or active,Remote,No authentication required,Denial of Service (DoS),Crash RPD process causing sustained Denial of Service
CVE-2020-35743,HGiga MailSherlock contains a SQL injection flaw. Attackers can inject and launch SQL commands in a URL parameter of specific cgi pages.,2020-12-31T00:00:00,7.0,HGiga,MailSherlock MSR45/SSR45,HGiga,MailSherlock,Not specified,Not specified,specific cgi pages,SQL injection flaw,Injection of SQL commands in a URL parameter,Inject and launch SQL commands,No,,Remote,Unauthenticated,SQL Injection,Execution of arbitrary SQL commands on the database
CVE-2020-36539,A vulnerability was found in Lógico y Creativo 1.0 and classified as critical. This issue affects some unknown processing. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely.,2022-06-03T19:10:53,6.3,unspecified,Lógico y Creativo,Lógico y Creativo,Lógico y Creativo,1.0,N/A,unknown processing,manipulation of the argument id,manipulation of the argument id,initiate SQL injection via argument id,No,,Remote,Unauthenticated,SQL Injection,Critical impact on the application's data integrity and confidentiality
CVE-2020-7822,"DaviewIndy has a Heap-based overflow vulnerability, triggered when the user opens a malformed image file that is mishandled by Daview.exe. Attackers could exploit this and arbitrary code execution.",2020-08-04T00:00:00,7.8,"HumanTalk Co,Ltd",DaviewIndy,DaviewIndy,Daview.exe,N/A,N/A,Daview.exe,mishandling of malformed image file,user opens a malformed image file,exploit the vulnerability for arbitrary code execution,User opens a malformed image file,N/A,Local,N/A,Heap-based overflow,arbitrary code execution
CVE-2020-14871,"Vulnerability in the Oracle Solaris product of Oracle Systems (component: Pluggable authentication module). Supported versions that are affected are 10 and 11. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Solaris. While the vulnerability is in Oracle Solaris, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Oracle Solaris. Note: This CVE is not exploitable for Solaris 11.1 and later releases, and ZFSSA 8.7 and later releases, thus the CVSS Base Score is 0.0. CVSS 3.1 Base Score 10.0 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H).",2020-10-21T14:04:29,10.0,Oracle Corporation,Solaris Operating System,Oracle,Oracle Solaris,10 and 11,Oracle Solaris,Pluggable authentication module,Pluggable authentication module is vulnerable,Exploitable via multiple protocols with network access,Compromise Oracle Solaris,No,,Remote,Unauthenticated,,Takeover of Oracle Solaris and impact on additional products
CVE-2020-11847,SSH authenticated user when access the PAM server can execute an OS command to gain the full system access using bash. This issue affects Privileged Access Manager before 3.7.0.1.,2024-08-21T13:38:44.228Z,8.2,OpenText,Privileged Access Manager,N/A,Privileged Access Manager,before 3.7.0.1,N/A,PAM server,N/A,SSH authenticated user access,execute an OS command using bash,No,SSH access to PAM server,Remote,Authenticated user,Privilege Escalation,Gain full system access
CVE-2020-8834,"KVM in the Linux kernel on Power8 processors has a conflicting use of HSTATE_HOST_R1 to store r1 state in kvmppc_hv_entry plus in kvmppc_{save,restore}_tm, leading to a stack corruption. Because of this, an attacker with the ability run code in kernel space of a guest VM can cause the host kernel to panic. There were two commits that, according to the reporter, introduced the vulnerability: f024ee098476 (""KVM: PPC: Book3S HV: Pull out TM state save/restore into separate procedures"") 87a11bb6a7f7 (""KVM: PPC: Book3S HV: Work around XER[SO] bug in fake suspend mode"") The former landed in 4.8, the latter in 4.17. This was fixed without realizing the impact in 4.18 with the following three commits, though it's believed the first is the only strictly necessary commit: 6f597c6b63b6 (""KVM: PPC: Book3S PR: Add guest MSR parameter for kvmppc_save_tm()/kvmppc_restore_tm()"") 7b0e827c6970 (""KVM: PPC: Book3S HV: Factor fake-suspend handling out of kvmppc_save/restore_tm"") 009c872a8bc4 (""KVM: PPC: Book3S PR: Move kvmppc_save_tm/kvmppc_restore_tm to separate file"")",2020-04-06T00:00:00,6.5,Linux kernel,Linux kernel,Linux,KVM,4.8 and 4.17,Linux kernel on Power8 processors,"HSTATE_HOST_R1 usage in kvmppc_hv_entry and kvmppc_{save,restore}_tm",conflicting use of HSTATE_HOST_R1 to store r1 state,run code in kernel space of a guest VM,Cause the host kernel to panic,No,Ability to run code in kernel space of a guest VM,Local,Kernel space access in guest VM,Stack Corruption,Host kernel panic
CVE-2020-36067,GJSON <=v1.6.5 allows attackers to cause a denial of service (panic: runtime error: slice bounds out of range) via a crafted GET call.,2021-01-05T20:41:05,7.5,,,Community-driven,GJSON,<=v1.6.5,N/A,N/A,Improper input validation,crafted GET call,Send a crafted GET call,No,,Remote,None,Denial of Service,panic: runtime error: slice bounds out of range
CVE-2020-15706,"GRUB2 contains a race condition in grub_script_function_create() leading to a use-after-free vulnerability which can be triggered by redefining a function whilst the same function is already executing, leading to arbitrary code execution and secure boot restriction bypass. This issue affects GRUB2 version 2.04 and prior versions.",2020-07-29T00:00:00,6.4,Ubuntu,grub2 in Ubuntu,GRUB,GRUB2,version 2.04 and prior,N/A,grub_script_function_create(),race condition leading to a use-after-free vulnerability,redefining a function whilst the same function is already executing,redefine a function during its execution,No,,Local,Authenticated,use-after-free,arbitrary code execution and secure boot restriction bypass
CVE-2020-35944,"An issue was discovered in the PageLayer plugin before 1.1.2 for WordPress. The pagelayer_settings_page function is vulnerable to CSRF, which can lead to XSS.",2021-01-01T03:28:58,8.8,,,WordPress,PageLayer plugin,before 1.1.2,N/A,pagelayer_settings_page function,vulnerable to CSRF,CSRF attack,Exploit CSRF vulnerability,Yes,,Remote,Unauthenticated,CSRF leading to XSS,Can lead to XSS
CVE-2020-15099,"In TYPO3 CMS greater than or equal to 9.0.0 and less than 9.5.20, and greater than or equal to 10.0.0 and less than 10.4.6, in a case where an attacker manages to generate a valid cryptographic message authentication code (HMAC-SHA1) - either by using a different existing vulnerability or in case the internal encryptionKey was exposed - it is possible to retrieve arbitrary files of a TYPO3 installation. This includes the possibility to fetch typo3conf/LocalConfiguration.php, which again contains the encryptionKey as well as credentials of the database management system being used. In case a database server is directly accessible either via internet or in a shared hosting network, this allows the ability to completely retrieve, manipulate or delete database contents. This includes creating an administration user account - which can be used to trigger remote code execution by injecting custom extensions. This has been patched in versions 9.5.20 and 10.4.6.",2020-07-29T16:15:15,8.1,TYPO3,TYPO3 CMS,TYPO3,TYPO3 CMS,"greater than or equal to 9.0.0 and less than 9.5.20, and greater than or equal to 10.0.0 and less than 10.4.6",N/A,encryptionKey exposure leading to arbitrary file access,valid cryptographic message authentication code generation vulnerability,attacker manages to generate a valid cryptographic message authentication code (HMAC-SHA1),"retrieve arbitrary files, fetch typo3conf/LocalConfiguration.php, manipulate or delete database contents, create an administration user account",No,database server directly accessible via internet or in a shared hosting network,Remote,Low (if able to generate HMAC-SHA1 or access encryptionKey),"Cryptographic Vulnerability, Arbitrary File Access, Remote Code Execution","Retrieve and manipulate database contents, create admin accounts, remote code execution via custom extensions"
CVE-2020-11288,"Out of bound write can occur in playready while processing command due to lack of input validation in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",2021-05-07T09:10:35,7.8,"Qualcomm, Inc.","Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",Qualcomm,Playready,N/A,All systems using Snapdragon,Command processing in playready,Lack of input validation,Processing command,Exploit out of bound write,No,,Local,Low,Out of bounds write,Potential for arbitrary code execution or system crashes
CVE-2021-25346,A possible arbitrary memory overwrite vulnerabilities in quram library version prior to SMR Jan-2021 Release 1 allow arbitrary code execution.,2021-03-04T21:06:27,7.1,Samsung Mobile,Samsung Mobile Devices,Unknown,quram library,version prior to SMR Jan-2021 Release 1,N/A,quram library,possible arbitrary memory overwrite,,Exploit arbitrary memory overwrite vulnerabilities,No,N/A,Local,Unknown,Arbitrary Memory Overwrite,Arbitrary code execution
CVE-2021-41191,"Roblox-Purchasing-Hub is an open source Roblox product purchasing hub. A security risk in versions 1.0.1 and prior allowed people who have someone's API URL to get product files without an API key. This issue is fixed in version 1.0.2. As a workaround, add `@require_apikey` in `BOT/lib/cogs/website.py` under the route for `/v1/products`.",2021-10-27T20:30:11,7.5,Redon-Tech,Roblox-Purchasing-Hub,Roblox,Roblox-Purchasing-Hub,1.0.1 and prior,N/A,API URL access control in BOT/lib/cogs/website.py,Lack of API key requirement for accessing files,Accessing someone's API URL,Provide someone's API URL to get product files,No,Exposed API URL,Remote,None,Access Control,Unauthorized access to product files
CVE-2021-22600,A double free bug in packet_set_ring() in net/packet/af_packet.c can be exploited by a local user through crafted syscalls to escalate privileges or deny service. We recommend upgrading kernel past the effected versions or rebuilding past ec6af094ea28f0f2dda1a6a33b14cd57e36a9755,2022-01-26T00:00:00,6.6,Linux Kernel,Kernel,Linux Kernel,Kernel,Affected versions prior to commit ec6af094ea28f0f2dda1a6a33b14cd57e36a9755,Linux,packet_set_ring() in net/packet/af_packet.c,Double free bug,Crafted syscalls,Exploit the double free bug by using crafted syscalls,No,Local access to the system,Local,Low privilege access,Double free,Privilege escalation or denial of service
CVE-2021-25218,"In BIND 9.16.19, 9.17.16. Also, version 9.16.19-S1 of BIND Supported Preview Edition When a vulnerable version of named receives a query under the circumstances described above, the named process will terminate due to a failed assertion check. The vulnerability affects only BIND 9 releases 9.16.19, 9.17.16, and release 9.16.19-S1 of the BIND Supported Preview Edition.",2021-08-18T00:00:00,7.5,ISC,BIND9,ISC,BIND,"9.16.19, 9.17.16, 9.16.19-S1 (Supported Preview Edition)",N/A,named process,failed assertion check,receipt of a specific query under certain circumstances,send a malicious query,No,,Remote,Unauthenticated,Denial of Service (DoS) due to process termination,"named process termination, leading to service unavailability"
